ID,NOM_TL,ADRESSE,CP,COMINIT,INSEECOM,NOMCOM,WEB,TWITTER,FACEBOOK,TYPO,LAT,LONG,GEOCOD,PRECISION,CONTACT,MAIL,METRO,NOMMETRO,INSEEREG,NOMREG,INSEEMETRO,INSEEDEP,NOMCOMMETRO,POPCOM,COMCLASS,INSEE_ZE,NOM_ZE,CLASS_ZE,POP_ZE
323,Axel'one - Plateforme Campus - Recherche Fondamentale,5 avenue Gaston Berger LyonTech-la Doua,69100,Villeurbanne,69266,Villeurbanne,,,,Tiers lieux à dominante coworking,45.782021,4.870861,Avenue Gaston Berger 69100 Villeurbanne,0.62,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69266,69,Villeurbanne,148543,100000 et plus,8214,LYON,500 000-6 000 000,1799726
324,B612 ( Caisse d'epargne),92 cours Lafayette,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.762719,4.8494,92 Cours Lafayette 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
325,Bee creative,51 rue Deleuvre,69004,Lyon,69384,Lyon,,,,Tiers lieux à dominante coworking,45.780077,4.825272,51 Rue Deleuvre 69004 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
326,Bel Air Camp,11 avenue de Bel Air CS 90230,69628,Villeurbanne,69266,Villeurbanne,belaircamp.org,,,Tiers lieux à dominante coworking,45.756186,4.912578,11 Avenue du Bel-Air 69100 Villeurbanne,0.6,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69266,69,Villeurbanne,148543,100000 et plus,8214,LYON,500 000-6 000 000,1799726
327,CGPME FOR H'ALL BY SACVL,36 quai Fulchiron ,69005,Lyon 5e arrondissement,69385,Lyon,,,,Tiers lieux à dominante coworking,45.752543,4.822277,36 Quai Fulchiron 69005 Lyon,0.57,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
328,CIC Place de l'innovation,6 rue du Bât d'Argent,69001,Lyon,69381,Lyon,,,,Tiers lieux à dominante coworking,45.766022,4.834921,6 Rue du Bat d'Argent 69001 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
329,Cobois,13 rue Girié,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.753799,4.875715,13 Rue Girie 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
330,Cowork in Grigny,Hotel de ville 3 avenue Jean Estragnat,69520,Grigny,69096,Grigny,,,,Tiers lieux à dominante coworking,45.608452,4.789067,3 Avenue Jean Estragnat 69520 Grigny,0.64,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69096,69,Grigny,9529,5000-20000,8214,LYON,500 000-6 000 000,1799726
331,Coworking Croix Rousse,14 bis Rue Richan,69004,Lyon,69384,Lyon,,,,Tiers lieux à dominante coworking,45.780127,4.836421,14 BIS Rue Richan 69004 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
332,Coworking en face de la piscine,8 quai Claude Bernard,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.753607,4.838497,8 Quai Claude Bernard 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
333,Creative Roots (Lyon Bron Open Lab),215 Boulevard Pinel,69500,Bron,69029,Bron,,,,Tiers lieux à dominante coworking,45.731713,4.88824,215 Boulevard Pinel 69500 Bron,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69029,69,Bron,39283,20000-50000,8214,LYON,500 000-6 000 000,1799726
334,DigImmos,35 rue St Simon,69009,Lyon,69389,Lyon,,,,Tiers lieux à dominante coworking,45.777114,4.797191,35 Rue Saint-Simon 69009 Lyon,0.78,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
335,Dynamixites,24 avenue Joannès Masset Bâtiment 3,69009,Lyon,69389,Lyon,http://www.dynamixites.com/fr/accueil/,,,Tiers lieux à dominante coworking,45.769713,4.800828,24 Avenue Joannes Masset 69009 Lyon,0.72,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
336,ECAM Factory,40 montée Saint Barthélemy,69321,Lyon cedex 05,69385,Lyon,,,,Tiers lieux à dominante coworking,45.762466,4.824809,40 Montée Saint-Barthélemy 69005 Lyon,0.65,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
337,Ecole LDLC,2 rue des Erables Bâtiment. L'École LDLC,69760,Limonest,69116,Limonest,,,,Tiers lieux à dominante coworking,45.812767,4.772104,2 Rue des Érables 69760 Limonest,0.54,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69116,69,Limonest,3491,0-5000,8214,LYON,500 000-6 000 000,1799726
338,EM Lyon incubateur,40 Avenue Guy de Collongue,69130,Écully,69081,Écully,,,,Tiers lieux à dominante coworking,45.784258,4.765768,40 Avenue Guy de Collongue 69130 Écully,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69081,69,Écully,18028,5000-20000,8214,LYON,500 000-6 000 000,1799726
339,Epitech INnovation Hub,156 rue Paul Bert ,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.756986,4.856934,156 Rue Paul Bert 69003 Lyon,0.95,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
340,Espace 193,193 Rue Marcel Mérieux,69007,Lyon,69387,Lyon,espace193.com,,,Tiers lieux à dominante coworking,45.73374,4.829791,193 Rue Marcel Merieux 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
341,Espace Greegree,33 Rue Saint-Simon,69009,Lyon,69389,Lyon,,,,Tiers lieux à dominante coworking,45.777345,4.797298,33 Rue Saint-Simon 69009 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
342,Food Factory,21 Rue d'Algérie,69001,Lyon,69381,Lyon,foodfactorylyon.fr,,,Tiers lieux à dominante coworking,45.767652,4.832313,21 Rue d'Algérie 69001 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
343,Friche Lamartine,30 Rue Lamartine,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.74963,4.879258,30 Rue Lamartine 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
344,Hotel 71,71 quai Perrache,69002,Lyon,69382,Lyon,,,,Tiers lieux à dominante coworking,45.736803,4.820116,71 Quai Perrache 69002 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
345,Igloo,18 rue Dumont,69004,Lyon,69384,Lyon,,,,Tiers lieux à dominante coworking,45.77664,4.830779,18 Rue Dumont 69004 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
346,Incubateur Jean Moulin,22 rue du professeur Rollet,69008,Lyon,69388,Lyon,,,,Tiers lieux à dominante coworking,45.747788,4.861373,Rue Professeur Rollet 69008 Lyon,0.79,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
347,La Bulle Workplace,3 Rue Fénelon,69006,Lyon,69386,Lyon,,,,Tiers lieux à dominante coworking,45.764299,4.843297,3 Rue Fénelon 69006 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
348,La coloc,16 Rue René Leynaud,69001,Lyon,69381,Lyon,lacoloclyon.com,,,Tiers lieux à dominante coworking,45.769771,4.833451,16 Rue René Leynaud 69001 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
349,La fabrique de l'Innovation,92 rue Pasteur,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.748474,4.83664,92 Rue Pasteur 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
350,La fabrique d'en face,1 Chemin du Torey,69340,Francheville,69089,Francheville,,,,Tiers lieux à dominante coworking,45.747615,4.756083,1 Chemin du Torey 69340 Francheville,0.91,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69089,69,Francheville,14497,5000-20000,8214,LYON,500 000-6 000 000,1799726
351,La Mezz,14 rue de la Grande allée,69600,Pierre Bénite,69152,Pierre-Bénite,,,,Tiers lieux à dominante coworking,45.699853,4.830532,Rue de la Rocaille 69310 Pierre-Bénite,0.51,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69152,69,Pierre-Bénite,10192,5000-20000,8214,LYON,500 000-6 000 000,1799726
352,La Miete,150 rue du 4 août 1789,69100,Villeurbanne,69266,Villeurbanne,,,,Tiers lieux à dominante coworking,45.764489,4.88979,150 Rue du 4 Août 1789 69100 Villeurbanne,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69266,69,Villeurbanne,148543,100000 et plus,8214,LYON,500 000-6 000 000,1799726
353,La Paillasse Saône,1 rue du Luizet,69100,Villeurbanne,69266,Villeurbanne,,,,Tiers lieux à dominante coworking,45.783542,4.884424,1 Rue du Luizet 69100 Villeurbanne,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69266,69,Villeurbanne,148543,100000 et plus,8214,LYON,500 000-6 000 000,1799726
354,La Tour du Web,4 rue du Professeur Charles Appleton,69007,Lyon,69387,Lyon,http://www.latourduweb.com/,,,Tiers lieux à dominante coworking,45.746031,4.834952,4 Rue du Professeur Charles Appleton 69007 Lyon,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
355,Le Cent Sept,107 rue de Marseille,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.745835,4.836209,107 Rue de Marseille 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
356,Le club de la Presse,5 rue Pizay,69001,Lyon,69381,Lyon,,,,Tiers lieux à dominante coworking,45.766921,4.835144,5 Rue Pizay 69001 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
357,Le Cocon Coworking Croix-Rousse / Caluire et Cuire,1 rue de Mailly,69300,Caluire et Cuire,69034,Caluire-et-Cuire,http://cosycoworking.fr/,,,Tiers lieux à dominante coworking,45.783109,4.833162,1 Rue de Mailly 69300 Caluire-et-Cuire,0.92,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69034,69,Caluire-et-Cuire,42494,20000-50000,8214,LYON,500 000-6 000 000,1799726
358,Le connecteur by Sword,6 Rue Claude Chappe,69370,Saint-Didier-au-Mont-d'Or,69194,Saint-Didier-au-Mont-d'Or,,,,Tiers lieux à dominante coworking,45.798959,4.807892,6 Rue Claude Chappe 69370 Saint-Didier-au-Mont-d'Or,0.91,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69194,69,Saint-Didier-au-Mont-d'Or,6527,5000-20000,8214,LYON,500 000-6 000 000,1799726
359,Le F2,2 pl de l'Hôpital,69002,Lyon,69382,Lyon,,,,Tiers lieux à dominante coworking,45.759159,4.835855,2 Place de l'Hôpital 69002 Lyon,0.79,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
360,Le Simone Coworking Café,45 Rue Vaubecour,69002,Lyon,69382,Lyon,lesimone.fr,,,Tiers lieux à dominante coworking,45.751762,4.824732,45 Rue Vaubecour 69002 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
361,Le Sucre,50 Quai Rambaud,69005,Lyon,69382,Lyon,,,,Tiers lieux à dominante coworking,45.737056,4.815268,50 Quai Rambaud 69002 Lyon,0.8,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
362,Le Trèfle,8 Quai Jules Courmont,69002,Lyon,69382,Lyon,http://www.groupe-letrefle.fr/ouverture-coworking-lyon,,,Tiers lieux à dominante coworking,45.761277,4.837794,8 Quai Jules Courmont 69002 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
363,Le village by CA,1 avenue de champfleury,69410,Champagne-au-Mont-d'Or,69040,Champagne-au-Mont-d'Or,,,,Tiers lieux à dominante coworking,45.798755,4.789789,1 Avenue de Champfleury 69410 Champagne-au-Mont-d'Or,0.91,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69040,69,Champagne-au-Mont-d'Or,5758,5000-20000,8214,LYON,500 000-6 000 000,1799726
364,Maison des sociétés,5 rue Antoine Lumière,69150,Décines-Charpiau,69275,Décines-Charpieu,,,,Tiers lieux à dominante coworking,45.762951,4.965636,5 Rue Antoine Lumière 69150 Décines-Charpieu,0.85,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69275,69,Décines-Charpieu,27207,20000-50000,8214,LYON,500 000-6 000 000,1799726
365,Mama Works,92 Cours Lafayette,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.762719,4.8494,92 Cours Lafayette 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
366,Nextdoor,15 rue des Cuirassiers,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.759245,4.855934,15 Rue des Cuirassiers 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
367,Now Coworking,35 Rue de Marseille,69007,Lyon,69387,Lyon,lyon.now-coworking.com,,,Tiers lieux à dominante coworking,45.750734,4.839674,35 Rue de Marseille 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
368,One Part Dieu,20 Bd Eugène Deruelle,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.762822,4.853961,20 Boulevard Eugène Deruelle 69003 Lyon,0.73,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
369,Ouishare Lyon,107 rue de Marseille,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.745835,4.836209,107 Rue de Marseille 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
370,Partn'Ace,302 rue Garibaldi,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.751153,4.853051,302 Rue Garibaldi 69007 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
371,Rakwé,26 Rue René Leynaud,69001,Lyon,69381,Lyon,,,,Tiers lieux à dominante coworking,45.769932,4.834477,26 Rue René Leynaud 69001 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
372,Rhone Alpes pionnieres,227 Cours Lafayette,69006,Lyon,69386,Lyon,,,,Tiers lieux à dominante coworking,45.763788,4.861083,227 Cours Lafayette 69006 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
373,RONALPIA Incubateur du Campus Rene Cassin,Campus HEP Lyon-René Cassin 7 rue Jean Marie Leclair,69009,Lyon,69389,Lyon,,,,Tiers lieux à dominante coworking,45.77031,4.806452,7 Rue Jean-Marie Leclair 69009 Lyon,0.52,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
374,SIMPLON.CO,352 Cours Emile Zola,69100,Villeurbanne,69266,Villeurbanne,,,,Tiers lieux à dominante coworking,45.765686,4.89985,352 Cours Émile Zola 69100 Villeurbanne,0.93,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69266,69,Villeurbanne,148543,100000 et plus,8214,LYON,500 000-6 000 000,1799726
375,Taverne Gutenberg,5 Rue de l'Épée,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.756801,4.843383,5 Rue de l'Épée 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
376,WAOUP,15 rue Julien,69003,Lyon,69383,Lyon,,,,Tiers lieux à dominante coworking,45.752171,4.886453,15 Rue Julien 69003 Lyon,0.94,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
377,Wereso,18-20 Rue Tronchet,69006,Lyon,69386,Lyon,wereso-lyon.fr,,,Tiers lieux à dominante coworking,45.769611,4.845787,20 Rue Tronchet 69006 Lyon,0.85,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
378,Wetog,24 Ave. Joannes Masset,69009,Lyon,69389,Lyon,,,,Tiers lieux à dominante coworking,45.769713,4.800828,24 Avenue Joannes Masset 69009 Lyon,0.86,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
379,Association Co-exiscience,domiciliée dans les locaux de : Locaux Motiv' 10 bis rue Jangot,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.751704,4.842398,10 BIS Rue Jangot 69007 Lyon,0.38,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
380,I-Care Cluster - projet Leiss,321 Avenue Jean Jaurès,69007,Lyon,69387,Lyon,,,,Tiers lieux à dominante coworking,45.727196,4.831329,321 Avenue Jean Jaurès 69007 Lyon,0.95,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
381,Workloft,6 place Chazette,69001,Lyon,69381,Lyon,,,,Tiers lieux à dominante coworking,45.773223,4.837549,6 Place Louis Chazette 69001 Lyon,0.77,,,1,Métropole de LYON,84,Auvergne et Rhône-Alpes,69123,69,Lyon,506615,100000 et plus,8214,LYON,500 000-6 000 000,1799726
382,AIX COWORKING,75 Rue Paul Emile Victor,13090,AIX-EN-PROVENCE,13001,Aix-en-Provence,https://www.aix-coworking.com/,,,Tiers lieux à dominante coworking,43.519072,5.431395,Rue Émile Henriot 13090 Aix-en-Provence,0.54,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
383,BABEL COMMUNITY,70 Rue de la République,13002,MARSEILLE,13202,Marseille,http://www.thebabelcommunity.com/,,https://www.facebook.com/TheBabelCommunity,Tiers lieux à dominante coworking,43.301469,5.37005,70 Rue de la République 13002 Marseille,0.94,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
384,CAFE PIXEL,10 Rue Félix Eboué,13002,MARSEILLE,13202,Marseille,http://lecafepixel.com/,,https://www.facebook.com/lecafepixelmarseille/,Tiers lieux à dominante coworking,43.300129,5.37212,10 Rue Félix Eboue 13002 Marseille,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
385,Charle's Working,243-251 Place du Général de Gaulle,13300,SALON-DE-PROVENCE,13103,Salon-de-Provence,https://www.charlesworking.com/,,,Tiers lieux à dominante coworking,43.642228,5.094784,251 Place du Général de Gaulle 13300 Salon-de-Provence,0.86,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13103,13,Salon-de-Provence,44187,20000-50000,9312,SALON-DE-PROVENCE,100 000-200 000,123662
386,Co&working,16 rue Louis Lépine,13500,MARTIGUES,13056,Martigues,http://www.facebook.com/coworkingbyneia/,,,Tiers lieux à dominante coworking,43.39418,5.028913,16 Rue Louis Lépine 13500 Martigues,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13056,13,Martigues,48870,20000-50000,9311,ISTRES - MARTIGUES,100 000-200 000,140058
387,COLABS - La Locomotive,Chemin Hauts de Sainte-Marguerite,0,GAP,05061,Gap,http://lalocomotive.colabs.fr/,,,Tiers lieux à dominante coworking,44.530838,6.077362,Chemin des Hauts de Sainte-Marguerite 05000 Gap,0.85,,,0,,93,Provence-Alpes-Côte d'Azur,05061,05,Gap,40225,20000-50000,9304,GAP,100 000-200 000,105823
388,COMMUNAUTE DE COMMUNES DU BRIANCONNAIS - Altipolis,2 Avenue du Général Barbot,0,BRIANCON,05023,Briançon,http://www.ville-briancon.fr/entreprendre_a_briancon.html,,,Tiers lieux à dominante coworking,44.900526,6.632681,2 Avenue du Général Barbot 05100 Briançon,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,05023,05,Briançon,12392,5000-20000,9303,BRIANÇON,0-50 000,35752
389,Cool Work,287 Avenue Bel air,0,VILLENEUVE-LOUBET,06161,Villeneuve-Loubet,https://www.coolwork.io/,,,Tiers lieux à dominante coworking,43.641297,7.130067,287 Avenue Bel-Air 06270 Villeneuve-Loubet,0.92,,,0,,93,Provence-Alpes-Côte d'Azur,06161,06,Villeneuve-Loubet,13808,5000-20000,9307,NICE,500 000-6 000 000,620547
390,COPASS - Porte 55,2208 Route de Grasse,0,ANTIBES,06004,Antibes,https://copass.org/cospaces/porte-55-coworking-antibes,,,Tiers lieux à dominante coworking,43.601093,7.084876,2208 Route de Grasse 06600 Antibes,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,06004,06,Antibes,75731,50000-100000,9305,CANNES - ANTIBES,200 000-500 000,412606
391,Cowork'in Aix,485 Rue Marcellin Berthelot,13100,AIX-EN-PROVENCE,13001,Aix-en-Provence,http://www.cowork-in.fr/,,,Tiers lieux à dominante coworking,43.490677,5.372027,485 Rue Marcellin Berthelot 13290 Aix-en-Provence,0.82,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
392,Cowork'in REZO4 ,4 Avenue de l'Observatoire,0,FORCALQUIER,04088,Forcalquier,https://rezo4.jimdo.com/,,,Tiers lieux à dominante coworking,43.958374,5.776292,4 Avenue de l'Observatoire 04300 Forcalquier,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,04088,04,Forcalquier,4910,0-5000,9302,MANOSQUE,50 000-100 000,82729
393,Coworking 42,375 Avenue de Lattre de Tassigny,83600,FREJUS,83061,Fréjus,http://www.co42.org/,,,Tiers lieux à dominante coworking,43.432773,6.748127,375 Avenue Maréchal de Lattre de Tassigny 83600 Fréjus,0.78,,,0,,93,Provence-Alpes-Côte d'Azur,83061,83,Fréjus,53511,50000-100000,9314,FRÉJUS - SAINT-RAPHAËL,100 000-200 000,179311
394,Coworking by ADEZIO ,20 Avenue Véran Duble,84300,CAVAILLON,84035,Cavaillon,http://www.coworkingbyadezio.fr/,,,Tiers lieux à dominante coworking,43.837441,5.042142,20 Avenue Véran Duble 84300 Cavaillon,0.93,,,0,,93,Provence-Alpes-Côte d'Azur,84035,84,Cavaillon,26201,20000-50000,9316,CAVAILLON - APT,50 000-100 000,77784
395,Ecow,Chemin des Casernes,0,BARCELONNETTE,04019,Barcelonnette,http://www.ecow.fr/,,,Tiers lieux à dominante coworking,44.389369,6.643442,Chemin des Casernes 04400 Barcelonnette,0.92,,,0,,93,Provence-Alpes-Côte d'Azur,04019,04,Barcelonnette,2698,0-5000,9304,GAP,100 000-200 000,105823
396,Foyer Rural CEPAGE - ERIC,1 avenue Miss Pell,0,Puget-Théniers,06099,Puget-Théniers,,,,Tiers lieux à dominante coworking,43.955781,6.89314,1 Avenue Miss Pell 06260 Puget-Théniers,0.92,,,0,,93,Provence-Alpes-Côte d'Azur,06099,06,Puget-Théniers,1883,0-5000,9307,NICE,500 000-6 000 000,620547
397,I lov'it,113 Rue de la République,13002,MARSEILLE,13202,Marseille,http://ilovitworklabs.com/,,,Tiers lieux à dominante coworking,43.304311,5.367733,113 Rue de la République 13002 Marseille,0.94,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
398,Innovagrasse,4 Traverse Dupont,0,GRASSE,06069,Grasse,http://www.innovagrasse.fr/fr/espaces-coworking.htm,,,Tiers lieux à dominante coworking,43.657254,6.931172,4 Traverse Dupont 06130 Grasse,0.92,,,0,,93,Provence-Alpes-Côte d'Azur,06069,06,Grasse,50409,50000-100000,9305,CANNES - ANTIBES,200 000-500 000,412606
399,Kowoki Coworking,32 Rue Manuel,13100,AIX-EN-PROVENCE,13001,Aix-en-Provence,http://www.kowoki.fr/,,,Tiers lieux à dominante coworking,43.528256,5.453171,32 Rue Manuel 13100 Aix-en-Provence,0.93,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13001,13,Aix-en-Provence,142149,100000 et plus,9308,AIX-EN-PROVENCE,200 000-500 000,403964
